track_name,artist_name,year,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,valence,language,mood,spotify_link
Keep It Together - Instrumental,Madonna,1990,6,0.00123,0.691,0.694,0.637,1,0.0913,-13.556,0.0416,104.812,0.478,English,Energetic,https://open.spotify.com/track/5wNyCAfiDiChmbvRIJCXmC
Ahla Dawa,Lady Madonna,1990,0,0.936,0.495,0.569,0.195,8,0.296,-6.72,0.0476,140.981,0.467,English,Neutral,https://open.spotify.com/track/6zj5aahDx0CBbf7PJyFVXv
Ehna We Bass,Lady Madonna,1990,0,0.754,0.471,0.57,8.11E-06,9,0.319,-5.811,0.0372,150.912,0.7,English,Neutral,https://open.spotify.com/track/7KNQirMn5O2Cxlqbk48teg
Ana Matnesich,Lady Madonna,1990,0,0.883,0.339,0.55,0,1,0.165,-5.413,0.0316,99.042,0.413,English,Neutral,https://open.spotify.com/track/1yLJ2RVUT1d7CEvCnANOUj
Samah El Nouba,Lady Madonna,1990,0,0.765,0.408,0.602,0,2,0.163,-6.955,0.0425,138.766,0.661,English,Neutral,https://open.spotify.com/track/6y35fja8Ndxixq1KtHyN7d
Alf Bousa,Lady Madonna,1990,0,0.81,0.443,0.614,1.02E-05,5,0.266,-6.393,0.051,152.481,0.687,English,Neutral,https://open.spotify.com/track/4Z8AAOYVSQqoB9LbjsdRl7
Eshna We Shofnakom,Lady Madonna,1990,0,0.875,0.464,0.659,0.154,5,0.304,-6.411,0.0463,151.725,0.614,English,Neutral,https://open.spotify.com/track/4OJEXZKnPZqPKjtUpNMIvi
Masaa El kheir,Lady Madonna,1990,0,0.819,0.424,0.517,0,0,0.647,-7.067,0.0373,73.778,0.64,English,Neutral,https://open.spotify.com/track/3nhVD5pvbYmw1my27HwdLa
Rescue Me - Titanic Vocal,Madonna,1991,16,0.0299,0.762,0.637,0.00944,1,0.708,-11.149,0.056,118.029,0.543,English,Energetic,https://open.spotify.com/track/3EdWldwywYQ3jvc5WcaKsY
Rescue Me - Alternate Single Mix,Madonna,1991,13,0.00634,0.733,0.744,0.000144,1,0.0617,-11.051,0.0447,117.996,0.305,English,Energetic,https://open.spotify.com/track/0JgXNzK5jT41ckGK1lh5Z1
Rescue Me - Lifeboat Vocal,Madonna,1991,13,0.00466,0.671,0.572,0.133,1,0.0933,-14.176,0.061,118.024,0.153,English,Neutral,https://open.spotify.com/track/65KKJSsEH78ZcxCOs50wlo
Rescue Me - Houseboat Vocal,Madonna,1991,11,0.011,0.741,0.796,0.00243,1,0.367,-11.688,0.0461,118.015,0.207,English,Energetic,https://open.spotify.com/track/3FsWvGP06hskCl82HnBnIp
Rescue Me - S.O.S. Mix,Madonna,1991,8,0.0827,0.711,0.788,0.0105,1,0.0962,-11.501,0.0533,118.024,0.62,English,Energetic,https://open.spotify.com/track/3wbnwttvwSC2peoM0rGs8Q
Rescue Me - Demanding Dub,Madonna,1991,6,0.0531,0.748,0.813,0.579,1,0.142,-11.959,0.0711,117.987,0.572,English,Energetic,https://open.spotify.com/track/1SDpvSfSwz8hijbmdUQHpK
Abou Al Khayzaran,Madonna,1991,0,0.704,0.367,0.495,0,0,0.0647,-8.257,0.0335,165.235,0.743,English,Neutral,https://open.spotify.com/track/3z963zj8GSz0iXQxa5ZINd
Rain,Madonna,1992,51,0.064,0.594,0.61,0.00153,10,0.214,-11.376,0.0269,92.487,0.165,English,Neutral,https://open.spotify.com/track/3b3PnE1ROIZzILjmCGjVib
Deeper and Deeper,Madonna,1992,45,0.00613,0.658,0.818,0.28,7,0.336,-7.09,0.0266,119.944,0.391,English,Energetic,https://open.spotify.com/track/6KU8g98m1tcrUXRNjPQeOI
Erotica,Madonna,1992,43,0.000576,0.639,0.676,0.434,11,0.26,-11.168,0.061,101.957,0.231,English,Energetic,https://open.spotify.com/track/4eMLyB1mc7onYLdoG8YSXG
Bad Girl,Madonna,1992,43,0.0211,0.645,0.484,3.98E-06,11,0.0495,-11.233,0.0396,146.898,0.521,English,Neutral,https://open.spotify.com/track/2tySjBBWqam7oaBUZ26oNL
Fever,Madonna,1992,39,0.0663,0.778,0.727,0.0193,7,0.0923,-10.296,0.0523,115.939,0.55,English,Energetic,https://open.spotify.com/track/3UPOaZ64ov0tKaidsTTlc0
This Used to Be My Playground,Madonna,1992,37,0.774,0.501,0.271,0.00105,7,0.114,-13.927,0.0265,76.074,0.076,English,Sad,https://open.spotify.com/track/637V2ymBt4Ljlbz4EmRys8
Thief of Hearts,Madonna,1992,34,0.00448,0.809,0.656,0.0385,0,0.0622,-8.479,0.0318,117.95,0.461,English,Energetic,https://open.spotify.com/track/0g8pRR7OcNonUgQnbpUs5B
Bye Bye Baby,Madonna,1992,33,0.000873,0.757,0.612,0.849,11,0.0926,-9.986,0.0356,108.619,0.431,English,Energetic,https://open.spotify.com/track/0Kn7x5iCYCPBZdpOx55nnX
Waiting,Madonna,1992,33,0.187,0.745,0.622,0.00277,10,0.0731,-8.164,0.039,95.766,0.746,English,Energetic,https://open.spotify.com/track/5kSWuFuOYi6hwqtHACANEm
Where Life Begins,Madonna,1992,32,0.0257,0.687,0.716,0.287,2,0.113,-10.745,0.0351,99.983,0.83,English,Happy,https://open.spotify.com/track/3ALhwNTl9iAuNuh15A3awH
Secret Garden,Madonna,1992,29,0.0213,0.343,0.469,0.774,4,0.0737,-12.144,0.0732,75.579,0.555,English,Calm,https://open.spotify.com/track/3ePcudSYfHiT7ODODbzKfg
Words,Madonna,1992,29,0.00933,0.711,0.708,0.00608,1,0.114,-9.277,0.0296,116.252,0.52,English,Energetic,https://open.spotify.com/track/3oVSwRxT8LX7c1fmnrWZwJ
Why's It so Hard,Madonna,1992,28,0.00247,0.612,0.617,0.0493,1,0.0967,-9.079,0.0382,80.937,0.238,English,Energetic,https://open.spotify.com/track/2QFDd2aRBuIKakvu2A0veP
In This Life,Madonna,1992,28,0.00561,0.493,0.449,0.000267,8,0.183,-10.437,0.0276,146.362,0.0852,English,Neutral,https://open.spotify.com/track/0Arh8PQzGKq14Ri1d25Fen
Erotica - Kenlou B-Boy Mix,Madonna,1992,20,0.018,0.858,0.689,0.807,1,0.0445,-9.854,0.0412,101.965,0.711,English,Energetic,https://open.spotify.com/track/7zjbOniEvQfKBKrVeynHyK
Erotica - Underground Club Mix,Madonna,1992,21,0.169,0.683,0.785,0.512,1,0.515,-12.042,0.0707,122.65,0.299,English,Energetic,https://open.spotify.com/track/4XeOgZXxoLsWd4UPW67T0z
"Erotica - WO 12"" Version",Madonna,1992,22,0.00227,0.784,0.607,0.0238,6,0.157,-13.039,0.106,102.345,0.347,English,Energetic,https://open.spotify.com/track/3Jj2JPOu4UVlzPTa77MQbH
Did You Do It?,Madonna,1992,24,0.344,0.796,0.668,6.76E-06,10,0.506,-10.014,0.167,95.725,0.711,English,Energetic,https://open.spotify.com/track/2oyafgAFOVZLx3tFjbZpCx
Bye Bye Baby - Madonna's Night on the Club,Madonna,1992,16,0.000211,0.8,0.799,0.203,2,0.133,-9.019,0.0605,119.295,0.442,English,Energetic,https://open.spotify.com/track/5jAG8jtAAVidgUt8w4b7AP
Erotica - Masters at Work Dub,Madonna,1992,13,0.00149,0.85,0.714,0.714,11,0.39,-11.476,0.0425,122.633,0.969,English,Happy,https://open.spotify.com/track/3raBwW9JNHpyc7L3pplm07
This Used to Be My Playground - Long Version,Madonna,1992,17,0.795,0.5,0.253,0.000969,7,0.114,-14.069,0.0266,76.094,0.0893,English,Sad,https://open.spotify.com/track/20F91O2aFZQEdJMeeAcQqW
Bye Bye Baby - House Mix,Madonna,1992,11,0.00027,0.773,0.872,0.153,2,0.166,-8.489,0.0579,119.323,0.53,English,Energetic,https://open.spotify.com/track/4ye5VyMy4Yevo5JddaEpMu
This Used to Be My Playground - Instrumental Version,Madonna,1992,11,0.575,0.472,0.222,0.941,7,0.103,-16.481,0.0253,76.127,0.0396,English,Sad,https://open.spotify.com/track/7nSANI9xyS7IW2zlEHLvmI
Erotica - In My Jeep Mix,Madonna,1992,11,0.0323,0.842,0.693,0.74,10,0.0971,-10.117,0.0849,101.947,0.575,English,Energetic,https://open.spotify.com/track/2Hn2paoKDaC8ZuvHIpI3T9
Bye Bye Baby - N.Y. Hip Hop Mix,Madonna,1992,9,0.0179,0.857,0.869,0.251,7,0.0876,-9.009,0.0943,109.414,0.614,English,Energetic,https://open.spotify.com/track/1qF8gNvzgyA6DmTiFrpPrv
Bye Bye Baby - Rick Does Madonna's Dub,Madonna,1992,6,0.00168,0.784,0.662,0.393,2,0.126,-10.873,0.0858,119.319,0.192,English,Energetic,https://open.spotify.com/track/4pTHTJPPEqmdvxZVjkXWsC
Erotica - Jeep Beats,Madonna,1992,7,0.0109,0.878,0.679,0.859,10,0.0705,-10.635,0.0755,101.944,0.618,English,Energetic,https://open.spotify.com/track/6MKN2Bv1cG7rludUdcR62O
Bye Bye Baby - Madonna Gets Hardcore,Madonna,1992,5,0.0434,0.861,0.8,0.273,7,0.145,-9.766,0.0707,109.376,0.691,English,Energetic,https://open.spotify.com/track/4trCtqCzNQv4VnDO6qUBVJ
Bye Bye Baby - California Hip Hop Jazzy,Madonna,1992,6,0.0192,0.837,0.88,0.0322,7,0.0471,-9.165,0.0877,109.392,0.655,English,Energetic,https://open.spotify.com/track/22H1ZHbaKrVjnTUxUcSfnQ
Al Mazamir,Madonna,1992,1,0.731,0.454,0.408,3.01E-05,5,0.113,-12.461,0.0395,118.678,0.617,English,Neutral,https://open.spotify.com/track/4fpCdcCnmtX9RR3LcQvahI
Walah Ya Saaeidi,Madonna,1992,3,0.416,0.441,0.455,0,0,0.123,-11.606,0.04,133.242,0.438,English,Neutral,https://open.spotify.com/track/6yLFvCdFYAPnqPDs1L5JTf
Baddak Tetrekni,Madonna,1992,0,0.623,0.437,0.505,0.081,7,0.344,-8.845,0.0472,139.05,0.445,English,Neutral,https://open.spotify.com/track/3XSIp9hk2juCTyHOCGtxwy
Bye Bye Baby - Tallahassee Pop,Madonna,1992,5,0.00586,0.826,0.755,0.34,1,0.129,-9.498,0.082,109.396,0.413,English,Energetic,https://open.spotify.com/track/2HzKyr77F2mfuv9i0Bqo5x
A Eidak Rbeit,Madonna,1992,0,0.746,0.409,0.504,0.00471,7,0.364,-9.299,0.0355,120.006,0.548,English,Neutral,https://open.spotify.com/track/2Gzks8rBawyuCSn11xBR2z
Madonna,Madonna,1992,0,0.44,0.606,0.491,0,0,0.169,-8.912,0.0309,143.569,0.705,English,Neutral,https://open.spotify.com/track/6WzRpISELf3YglGAh7TXcG
Rann Al Jarass,Madonna,1992,0,0.453,0.516,0.338,0,0,0.223,-11.096,0.0333,92.29,0.336,English,Sad,https://open.spotify.com/track/03vn0p63t4TOkG42J5l89t
Sameeni Moussica,Madonna,1992,0,0.73,0.407,0.367,0,7,0.289,-10.007,0.0354,76.653,0.273,English,Sad,https://open.spotify.com/track/2gmE5MyfT2IRrKoeJaJ3m7
Ya Nass,Madonna,1992,0,0.733,0.332,0.391,9.11E-06,0,0.0337,-9.58,0.0361,82.557,0.257,English,Sad,https://open.spotify.com/track/2YZHaIfSz4nV9n0QzwcWzl
Boldogságom szigete,Patrick Leonard,1992,0,0.413,0.729,0.306,0,1,0.106,-18.453,0.0614,102.858,0.466,English,Neutral,https://open.spotify.com/track/2ssV1KJdQrF76QgPVPpKT0
Fever - Edit One,Madonna,1993,31,0.0731,0.688,0.69,0.177,7,0.0777,-9.656,0.0364,115.867,0.53,English,Energetic,https://open.spotify.com/track/1wFQoEmwyRZj5F9OdTgemA
Bad Girl - Edit,Madonna,1993,30,0.022,0.636,0.407,1.12E-05,11,0.05,-13.901,0.0407,146.951,0.494,English,Neutral,https://open.spotify.com/track/3ySoxsioJ7f13IVJikChN0
Bad Girl - Extended Mix,Madonna,1993,22,0.00821,0.637,0.533,0.000119,6,0.0636,-11.945,0.0285,146.841,0.373,English,Neutral,https://open.spotify.com/track/0RBjMZEPnwhKKrIECmXMIN
Fever - Shep's Remedy Dub,Madonna,1993,13,9.11E-05,0.81,0.549,0.915,1,0.0979,-11.947,0.0441,118.762,0.362,English,Neutral,https://open.spotify.com/track/0ahFFzSwvRCwGUVg0RSEQF
Fever - Album Edit,Madonna,1993,14,0.0628,0.771,0.717,0.0433,7,0.0519,-10.416,0.0552,115.944,0.479,English,Energetic,https://open.spotify.com/track/7Fiqu8cewPMQaEtm0vFUkV
"Fever - Hot Sweat 12"" Mix",Madonna,1993,12,3.32E-05,0.809,0.655,0.559,1,0.0682,-10.947,0.0523,118.781,0.533,English,Energetic,https://open.spotify.com/track/5ofFICy8Uqzz18lcSBHUjA
Fever - Murk Boys Miami Mix,Madonna,1993,10,0.00345,0.842,0.608,0.886,1,0.177,-11.404,0.0733,115.82,0.575,English,Energetic,https://open.spotify.com/track/7EZiQODDHcwXxFaitkBYp1
"Fever - Extended 12"" Mix",Madonna,1993,14,0.0143,0.838,0.647,0.0915,7,0.263,-11.509,0.0825,115.894,0.79,English,Energetic,https://open.spotify.com/track/2KV2aiLLPlJmm8ApZoSfLx
Fever - Murk Boys Miami Dub,Madonna,1993,6,0.0034,0.841,0.608,0.854,1,0.214,-11.39,0.0754,115.832,0.567,English,Energetic,https://open.spotify.com/track/6ba3FM5RdIdUE4ENAxNSWS
Fever - Murk Boys Deep South Mix,Madonna,1993,7,0.0108,0.848,0.563,0.633,6,0.217,-12.07,0.0747,115.822,0.526,English,Neutral,https://open.spotify.com/track/0BKHxriVJ3MxLgNQFEQGGQ
Fever - Oscar G's Dope Mix,Madonna,1993,6,0.0023,0.811,0.484,0.446,8,0.0734,-11.785,0.0668,115.797,0.612,English,Neutral,https://open.spotify.com/track/2b3ieQT4mTaRtq3Kk369Q8
Fever - Radio Edit/Remix,Madonna,1993,8,0.0091,0.843,0.73,0.795,6,0.281,-7.838,0.0585,115.819,0.668,English,Energetic,https://open.spotify.com/track/5oy54PuOEo0hqSC5nvNq4o
Take a Bow,Madonna,1994,57,0.417,0.568,0.366,3.39E-06,8,0.0664,-8.854,0.0258,79.98,0.311,English,Sad,https://open.spotify.com/track/5oqukcHWfqq7HGjyKwLX1y
Secret,Madonna,1994,53,0.101,0.813,0.655,6.65E-05,1,0.146,-7.884,0.0262,99.982,0.46,English,Energetic,https://open.spotify.com/track/15FcP9qwmIKqaD5NhfhNpu
Human Nature,Madonna,1994,46,0.0313,0.691,0.571,0.206,10,0.118,-7.737,0.0347,92.528,0.641,English,Neutral,https://open.spotify.com/track/4Cna7QxOOTNnylVHLtShCi
Bedtime Story,Madonna,1994,42,0.831,0.712,0.612,0.441,0,0.118,-12.74,0.0441,112.028,0.526,English,Energetic,https://open.spotify.com/track/1dOXmR1VsGmkM9c72ka0je
Take a Bow - Edit,Madonna,1994,37,0.379,0.556,0.385,4.93E-06,8,0.116,-8.894,0.025,79.893,0.239,English,Sad,https://open.spotify.com/track/1uoDqFJjGWc8EDDb9Q7MNB
I'll Remember (Theme from the Motion Picture With Honors),Madonna,1994,38,0.77,0.698,0.542,0.0251,2,0.0955,-10.632,0.0397,168.1,0.894,English,Neutral,https://open.spotify.com/track/00U0pedRUMEzREpyRqbVT6
Secret - Edit,Madonna,1994,38,0.0889,0.806,0.638,2.69E-05,1,0.159,-8.334,0.0258,99.994,0.489,English,Energetic,https://open.spotify.com/track/1STc9nh6lQUGMVW9qopr6g
Inside of Me,Madonna,1994,36,0.128,0.706,0.514,0.0247,1,0.0678,-11.437,0.0345,95.4,0.401,English,Neutral,https://open.spotify.com/track/0u6SzAN3aBaI2v8d2GrFdG
Survival,Madonna,1994,37,0.106,0.732,0.623,0,7,0.0704,-9.004,0.0334,94.994,0.736,English,Energetic,https://open.spotify.com/track/0NaU4I4x6dGFBxaMoAFBow
Forbidden Love,Madonna,1994,35,0.254,0.599,0.506,6.15E-05,8,0.215,-9.83,0.0343,74.996,0.504,English,Neutral,https://open.spotify.com/track/2DuaKXVHCHSSTTeOnYSMG9
Love Tried to Welcome Me,Madonna,1994,35,0.226,0.694,0.486,0.0161,6,0.241,-8.469,0.0247,92.09,0.341,English,Calm,https://open.spotify.com/track/1bldGtiBMkXpSCzAiH7j6r
Sanctuary,Madonna,1994,35,0.153,0.592,0.526,0.0205,7,0.0995,-12.471,0.0741,170.321,0.416,English,Neutral,https://open.spotify.com/track/5vx8H6cFunr9wl2hhBIrvj
I'd Rather Be Your Lover,Madonna,1994,34,0.221,0.79,0.756,9.87E-05,11,0.114,-6.908,0.0938,91.913,0.724,English,Happy,https://open.spotify.com/track/0R3yZfMz44HNbeALPc93XZ
Don't Stop,Madonna,1994,34,0.00227,0.733,0.789,0.000622,4,0.0618,-7.95,0.0584,94.858,0.622,English,Energetic,https://open.spotify.com/track/6eB4UdPtmFYzT8JEhKj5tt
Take a Bow - Instrumental,Madonna,1994,21,0.00115,0.585,0.225,0.874,8,0.0673,-11.77,0.0265,80.003,0.195,English,Sad,https://open.spotify.com/track/2aMWWu2ucBM8S0AA5rxeyy
Secret - Junior's Luscious Single Mix,Madonna,1994,17,0.000116,0.76,0.78,0.0658,10,0.0329,-7.759,0.0384,124.174,0.879,English,Happy,https://open.spotify.com/track/1DHr90b3WxSzev9jsbspcR
Secret - Junior's Luscious Club Mix,Madonna,1994,15,0.000234,0.768,0.801,0.203,10,0.0994,-8.556,0.044,124.163,0.6,English,Energetic,https://open.spotify.com/track/5t9cJBdJR0PnUvpJkz5ZUb
I'll Remember - Orbit Alternative Remix,Madonna,1994,13,0.388,0.614,0.813,0.000266,7,0.0984,-8.242,0.0463,167.858,0.649,English,Energetic,https://open.spotify.com/track/23dQDA0FG919UckYNRDbtq
I'll Remember - Guerilla Beach Mix,Madonna,1994,12,0.28,0.369,0.664,0.762,7,0.371,-11.042,0.0358,167.894,0.377,English,Neutral,https://open.spotify.com/track/5CYdNsiXBAeVgiNQtrB6Yy
I'll Remember - Orbit Remix,Madonna,1994,14,0.581,0.387,0.671,0.000433,2,0.129,-9.237,0.0381,167.957,0.557,English,Neutral,https://open.spotify.com/track/71Cemn3KzFsLJBs96JgIin
Take a Bow - InDaSoul Edit,Madonna,1994,15,0.0323,0.675,0.378,0.0338,5,0.108,-9.494,0.0613,159.805,0.71,English,Neutral,https://open.spotify.com/track/53lse0VQXKo90Waq39rDB0
Take a Bow - InDaSoul Mix Version,Madonna,1994,11,0.0326,0.693,0.389,0.0118,10,0.0632,-9.506,0.045,79.927,0.673,English,Calm,https://open.spotify.com/track/74qx4c8hxkZawpPJtesWP4
Why's It So Hard - Live From the Girlie Show,Madonna,1994,16,0.0622,0.556,0.941,0.000798,10,0.98,-4.984,0.0489,81.293,0.375,English,Neutral,https://open.spotify.com/track/0ZlcThwuuRD52jUgVw1xiI
Take a Bow - Silky Soul Mix,Madonna,1994,10,0.27,0.72,0.386,0.0643,10,0.101,-10.353,0.0272,79.917,0.31,English,Sad,https://open.spotify.com/track/3CWcDOgTyP8ecw2xY5Rh3A
I'll Remember - Guerilla Groove Mix,Madonna,1994,18,0.109,0.365,0.896,0.616,7,0.0819,-8.146,0.0438,167.904,0.539,English,Neutral,https://open.spotify.com/track/7bcNSuxGVnmOacR133N10U
Secret - Some Bizarre Mix,Madonna,1994,11,0.0242,0.737,0.819,0.775,10,0.311,-9.617,0.0426,117.926,0.472,English,Energetic,https://open.spotify.com/track/0C97RZrvs0wHUUEfgWCc0Y
Secret - Allstar Mix,Madonna,1994,10,0.00768,0.861,0.651,0.539,1,0.181,-7.967,0.0537,99.941,0.879,English,Energetic,https://open.spotify.com/track/45THDIEwbCaiY0JuxirVHQ
Secret - Junior's Sound Factory Mix,Madonna,1994,9,0.0227,0.729,0.752,0.128,1,0.143,-9.768,0.045,123.973,0.625,English,Energetic,https://open.spotify.com/track/5Rcz8bvhq9s9cdcxKWBxgS
Take a Bow - Silky Soul Instrumental,Madonna,1994,4,0.00539,0.803,0.381,0.852,1,0.0808,-12.915,0.0461,159.857,0.578,English,Neutral,https://open.spotify.com/track/5lIjXQqexmvBm2m7UMzOYL
Take a Bow - InDaSoul Instrumental Version,Madonna,1994,4,2.34E-05,0.708,0.413,0.894,7,0.0557,-10.373,0.339,159.774,0.73,English,Neutral,https://open.spotify.com/track/4gGEJPGfboX9hmW6ay9Ap1
Nadouna,Madonna,1994,0,0.344,0.604,0.501,0,0,0.196,-8.219,0.0324,141.102,0.639,English,Neutral,https://open.spotify.com/track/3z3frzTJTYtzVkAut57Fy6
Crazy for You,Madonna,1995,46,0.121,0.667,0.712,0,9,0.128,-6.575,0.0294,95.009,0.538,English,Energetic,https://open.spotify.com/track/6G7PVlifniapyhDCmWS2VM
You'll See,Madonna,1995,50,0.462,0.603,0.529,0.000207,4,0.0959,-9.974,0.0307,89.763,0.235,English,Neutral,https://open.spotify.com/track/0Fb8sdyNluLawg08N1zs48
I Want You,Madonna,1995,34,0.0694,0.58,0.441,0.0104,6,0.089,-11.827,0.0409,80.958,0.594,English,Calm,https://open.spotify.com/track/7GzOtoJsiimil1RKK4zSo9
One More Chance,Madonna,1995,34,0.753,0.323,0.327,0,2,0.119,-8.946,0.031,178.595,0.237,English,Sad,https://open.spotify.com/track/6bGhIJ1VeykhXlb11iU4tx
Love Don't Live Here Anymore - Remix,Madonna,1995,33,0.386,0.388,0.575,3.27E-06,7,0.136,-7.94,0.0326,140.016,0.234,English,Neutral,https://open.spotify.com/track/1DzMueHt644tVihaPLLL04
You'll See - Edit,Madonna,1995,30,0.494,0.597,0.583,0.000111,4,0.111,-8.407,0.0316,89.777,0.255,English,Neutral,https://open.spotify.com/track/4sQLKFxm2mwTXj5HfkVFJ8
Bedtime Story - Edit,Madonna,1995,24,0.83,0.701,0.618,0.224,0,0.138,-12.679,0.0447,112.028,0.463,English,Energetic,https://open.spotify.com/track/4jWvP2l6VKeB47uJ0QVz2g
Oh Father - Alternate,Madonna,1995,28,0.446,0.579,0.371,3.07E-05,0,0.145,-9.608,0.0276,115.79,0.181,English,Sad,https://open.spotify.com/track/6A9M20WdZ2hrcCyOvOjZKQ
I Want You - Orchestral,Madonna,1995,25,0.725,0.282,0.158,0.000106,1,0.105,-16.274,0.0363,81.08,0.203,English,Sad,https://open.spotify.com/track/5sVHI7r5PT9ZjQBprNUzRC
Bedtime Story - Orbital Mix,Madonna,1995,21,0.14,0.653,0.706,0.902,7,0.154,-10.943,0.0477,129.819,0.496,English,Energetic,https://open.spotify.com/track/79HNppS6zAQsIPSDuqtQ5O
Human Nature - Radio Edit,Madonna,1995,16,0.000412,0.741,0.706,0.00848,1,0.0651,-10.535,0.0462,121.808,0.745,English,Happy,https://open.spotify.com/track/5p4Z0vb2hFtW5dZOgFnOzc
Bedtime Story - Junior's Single Mix,Madonna,1995,18,0.00524,0.709,0.7,0.0822,1,0.14,-9.541,0.0374,125.576,0.391,English,Energetic,https://open.spotify.com/track/0kN5JRXyFxDyb3sxAVV5j7
You'll See - Spanish Version,Madonna,1995,32,0.568,0.434,0.505,3.86E-06,4,0.102,-8.4,0.0498,179.61,0.113,English,Neutral,https://open.spotify.com/track/31wJUw1NqHaWI8M032E3pE
Human Nature - Radio Version,Madonna,1995,17,0.0281,0.689,0.56,0.545,10,0.178,-7.679,0.0338,92.507,0.731,English,Neutral,https://open.spotify.com/track/3jFQhVMoTUU6he64VPBbni
Human Nature - Runway Club Mix Radio Edit,Madonna,1995,14,0.00373,0.788,0.591,0.127,11,0.307,-10.258,0.0857,121.895,0.723,English,Neutral,https://open.spotify.com/track/7o3hQbMhkVL5ipeFB4piq0
Bedtime Story - Junior's Wet Dream Mix,Madonna,1995,13,0.00522,0.737,0.568,0.215,1,0.0905,-10.881,0.0446,125.57,0.478,English,Neutral,https://open.spotify.com/track/4Fk8vHeh1JUcuUIOim8RBL
Human Nature - Runway Club Mix,Madonna,1995,13,0.00298,0.8,0.539,0.234,8,0.306,-10.477,0.0932,121.912,0.605,English,Neutral,https://open.spotify.com/track/4Qtrftaeoc90GkMApjeiFA
Live to Tell - Live,Madonna,1995,21,0.035,0.239,0.496,0.000364,2,0.974,-7.93,0.0339,109.273,0.0769,English,Neutral,https://open.spotify.com/track/095MMFhB9qxPx2VsmvjnUs
Human Nature - Howie Tee Remix,Madonna,1995,12,0.0352,0.782,0.526,1.79E-06,1,0.0314,-7.33,0.0776,92.664,0.857,English,Neutral,https://open.spotify.com/track/7ul1fOhQisMCnPYK8gXcp0
Bedtime Story - Junior's Sound Factory Mix,Madonna,1995,9,0.032,0.705,0.791,0.364,2,0.102,-13.178,0.0621,125.641,0.212,English,Energetic,https://open.spotify.com/track/50X8bAa1I6aChfmYWeO1Pk
Bedtime Story - Unconscious in the Jungle Mix,Madonna,1995,8,0.0212,0.768,0.791,0.509,7,0.149,-10.546,0.062,121.989,0.674,English,Energetic,https://open.spotify.com/track/3k9Btt6mmVEJTFbaxYSBhk
Bedtime Story - Junior's Dreamy Drum Dub,Madonna,1995,8,0.00102,0.793,0.659,0.911,1,0.0924,-12.507,0.0433,125.574,0.282,English,Energetic,https://open.spotify.com/track/7oDsbyqqgitmMDveY7XALa
Human Nature - I'm Not Your Bitch Mix,Madonna,1995,8,0.00471,0.828,0.714,0.916,10,0.344,-12.739,0.0805,121.968,0.248,English,Energetic,https://open.spotify.com/track/18TVvXzeCp9CqjpLECyJJF
Bedtime Story - Junior's Sound Factory Mix Edit,Madonna,1995,9,0.0706,0.685,0.85,0.0481,2,0.109,-11.475,0.0641,125.673,0.375,English,Energetic,https://open.spotify.com/track/3iZI5NK4NyG3Y7iAQzRNwb
Bedtime Story - Lush Vocal Radio Edit,Madonna,1995,8,0.00196,0.674,0.769,0.122,7,0.107,-13.285,0.0771,121.994,0.653,English,Energetic,https://open.spotify.com/track/4fpE2EDrppcTtD9aLJLRoC
Human Nature - Bottom Heavy Dub,Madonna,1995,8,0.0437,0.88,0.632,0.864,10,0.504,-12.354,0.111,121.859,0.378,English,Energetic,https://open.spotify.com/track/3twalH7seQ3ho0vCW8BA8e
Human Nature - Love Is the Nature Mix,Madonna,1995,6,0.000144,0.712,0.603,0.536,8,0.115,-8.603,0.131,121.905,0.764,English,Energetic,https://open.spotify.com/track/5tcUTyWAMcWS7MVYrsGwwR
Human Nature - Howie Tee Remix II,Madonna,1995,6,0.0307,0.783,0.504,2.51E-06,1,0.0215,-7.524,0.069,92.65,0.865,English,Neutral,https://open.spotify.com/track/20IFkFdX372AX70ZjFD70X
Bedtime Story - Lush Vocal Mix,Madonna,1995,7,0.00249,0.68,0.747,0.262,2,0.101,-11.543,0.081,121.993,0.7,English,Energetic,https://open.spotify.com/track/0W3pMNEqMMg6QvRonWrF1x
Bedtime Story - Junior's Sound Factory Dub,Madonna,1995,5,0.0376,0.799,0.901,0.796,7,0.0708,-7.955,0.0831,125.645,0.294,English,Energetic,https://open.spotify.com/track/4LICl4k7xhYB7LxSIDgalW
You'll See - Spanglish Version #2,Madonna,1995,12,0.481,0.611,0.45,1.14E-05,4,0.111,-9.765,0.0286,90,0.0695,English,Calm,https://open.spotify.com/track/4CM2Rr7YJXXmqE0BKfpADp
You'll See - Spanglish Version,Madonna,1995,11,0.441,0.612,0.464,1.54E-05,4,0.111,-10.038,0.0378,89.933,0.121,English,Calm,https://open.spotify.com/track/4CM2Rr7YJXXmqE0BKfpADp
Bedtime Story - Percapella Mix,Madonna,1995,5,0.556,0.805,0.514,3.02E-06,5,0.0499,-16.948,0.17,121.969,0.452,English,Neutral,https://open.spotify.com/track/3FM2Dx3Mu0S6HbHsBaJip2
Bedtime Story - Junior's Wet Dream Dub,Madonna,1995,5,0.000722,0.754,0.66,0.77,1,0.072,-10.515,0.0459,125.584,0.333,English,Energetic,https://open.spotify.com/track/17yBU1y3EbyEL79dliqZB9
